id,source,text,favorite_count,retweet_count,created_y,created_m,created_d,created_h,created_min
1222667254246133762,Twitter for Android,"Interesting read! Why asking an AI to explain itself can make things worse! #DataScience
#MachineLearning #AI #DeepLearning
https://t.co/6bc8zUeoX5 https://t.co/BHR6Oj9YQb",5,3,2020,1,29,23,46
1221068330766872578,Twitter for Android,Great! https://t.co/9vnLEmruGD,20,12,2020,1,25,13,52
1220803963664195586,Twitter for Android,"Happy Lunar New Year 2020! I wish you health, happiness and success. Thank you to my Chinese students for all the lovely gifts, my office looks amazing.  #LunarNewYear #ChineseNewYear https://t.co/8t9b1aXCfH",15,1,2020,1,24,20,22
1219577989635215361,Twitter for Android,"Great, useful tutorial! How to spot outliers and anomalies in your own image datasets (e/ Py code) #DeepLearning
#AI #MachineLearning #DataScience @PyImageSearch https://t.co/pQINTQldkZ https://t.co/aq7tJ6iaCQ",61,28,2020,1,21,11,10
1219022337942659074,Twitter for Android,"Nice! An Interactive Tutorial on Numerical Optimization (w/ code in Github) #MachineLearning
#DataScience #ComputationalIntelligence #Optimization
https://t.co/b9hOTIzx3D https://t.co/7ogx8xRK3d",44,15,2020,1,19,22,22
1218869088564531200,Twitter for Android,Great tutorial! How to Fix k-Fold Cross-Validation for Imbalanced Classification (w/ Py code) https://t.co/ntiria8TFR #DataScience #MachineLearning #AI https://t.co/h6aoXKgg7m,43,26,2020,1,19,12,13
1218812524809711618,Twitter for Android,"Great step by step tutorial! SMOTE Oversampling for Imbalanced Classification with Python (w/ Py code) #DataScience #MachineLearning #AI
https://t.co/JPGvNFxneo https://t.co/A0lKmI8AWa",59,41,2020,1,19,8,28
1213959598484393984,Twitter for Android,"Great! A Visual Analysis Tool to Explore Learned Representations in Transformers Models (w/code incl. Py code)
https://t.co/16BJK27vD6 #DataScience #AI #DeepLearning #MachineLearning #NLP #DataMining https://t.co/uZakBeOdTQ",37,9,2020,1,5,23,4
1213936244981415938,Twitter for Android,"Useful! Convolutional Neural Networks Explained
https://t.co/UJnH3tFpJu #DeepLearning #AI #DataScience #MachineLearning https://t.co/T41euKNe0N",18,6,2020,1,5,21,32
1213933539714056198,Twitter for Android,"Excellent tutorial by @PyImageSearch ! How to implement label smoothing using Keras, TensorFlow, and Deep Learning (w/ Py code) 
https://t.co/pYvzpFk6KX
#DataScience #MachineLearning #AI #DeepLearning https://t.co/1AcufKhfem",43,20,2020,1,5,21,21
1213931961695264774,Twitter for Android,"Nice tutorial! Accuracy for Imbalanced Classification (w/ Py code) https://t.co/RNAB4fLjYt
#DataScience #MachineLearning #AI https://t.co/I6FRToSBTZ",29,9,2020,1,5,21,15
1213177679572348935,Twitter Web App,"@mklados @sheffielduni Mano, many congratulations and I wish you all the best with your career at the University of Sheffield! Keep in touch and I hope to visit you one day, Thessaloniki is a beautiful city!",0,0,2020,1,3,19,17
1212292751074746369,Twitter for Android,"Wishing everyone a Happy, Healthy and Prosperous New Year 2020 🎊🎉🎉 https://t.co/fmnNt3eHg8",20,1,2020,1,1,8,41
1210549847142682625,Twitter for Android,"Great step by step tutorial (w/ dataset and Py code)! Build your First Crowd Counting Model using Deep Learning &amp; CSRTech #DeepLearning #DataScience
#AI #MachineLearning #SmartCity https://t.co/7COFUyy1km https://t.co/z7GrHbEdLm",42,28,2019,12,27,13,15
1208449081162506242,Twitter for Android,Nice work! DensePose-COCO w/ 50K annotated COCO images &amp; DensePose-RCNN for dense human pose estimation #DataScience #AI #MachineLearning #DeepLearning https://t.co/bnpWwGnPao,24,16,2019,12,21,18,8
1208024262809964547,Twitter for Android,"@nesta_uk whilst I appreciate the great findings, the full report was written by men, and perhaps in such research it would be important to involve females too besides the ones being interviewed..just a thought https://t.co/nQDWQErp5K",3,0,2019,12,20,14,0
1208022192505655296,Twitter for Android,"Interesting report discussing the serious gender diversity crisis in AI research with only 13.83 per cent of authors are women and other key findings...""
https://t.co/FBlXQuLdee #DataScience #MachineLearning #AI #STEM @nesta_uk https://t.co/jgFMONrPEc",10,1,2019,12,20,13,51
1207039620757753858,Twitter for Android,@jeremysayz Hi @jeremysayz i noticed that too and that's why I included the Github link which has the code. Hope this helps 🙂,0,0,2019,12,17,20,47
1206847481855774720,Twitter for Android,"Great! GNN-Explainer: Generating Explanations for Graph Neural Networks https://t.co/jVIlgYW4LD
w/ Py code: https://t.co/dQfculcBLh #DeepLearning #MachineLearning #AI https://t.co/pkUx9C4gwl",44,19,2019,12,17,8,3
1204908330294153217,Twitter for Android,@ipfconline1 @AzurFlorian Thanks and very well done to you too for being 1st on the list 🎉👏🏆,0,0,2019,12,11,23,38
1204369655466536960,Twitter for Android,"Well done to all 👏👏! The Artificial Intelligence Power 100
#DeepLearning #AI #MachineLearning #DataScience https://t.co/D4ZfLGhBQw",23,11,2019,12,10,11,57
1204098743932461061,Twitter for Android,"Great article! AI, Analytics, Machine Learning, Data Science, Deep Learning Research Main Developments in 2019 and Key Trends for 2020 - thanks @kdnuggets #DataScience #AI #MachineLearning #DeepLearning 
https://t.co/B8X6Fxg0Fc https://t.co/dQJDDOkrVC",16,9,2019,12,9,18,1
1203270720534528000,Twitter for Android,"Fantastic opportunity! PhD Studentship: Energy Prediction in Buildings using Artificial Intelligence
https://t.co/BBwdw1hC1G #DeepLearning #MachineLearning #AI #DataScience #PhD https://t.co/or4C64WtWc",46,25,2019,12,7,11,11
1202364499182936064,Twitter for Android,"Great! RoboNet dataset consists of 15 million video frames, collected by different robots interacting with different objects in a table-top setting. #DeepLearning #AI #MachineLearning
#Robotics #MachineVision 
https://t.co/DtYAa96btS https://t.co/lm15ycqquC",9,6,2019,12,4,23,10
1202001980958412800,Twitter for Android,"Nice introduction to feature selection! How to Choose a Feature Selection Method For Machine Learning (w/ Py code) #DataMining
#DataScience #MachineLearning
#AI https://t.co/Ebhvyy54ez",37,21,2019,12,3,23,9
1202000595902746627,Twitter for Android,"Useful resource! Getting started with Keras from R - the 2020 edition #DataScience
#MachineLearning
#AI #DeepLearning  https://t.co/9rh6FE5uK9 https://t.co/NTgbcJBr3T",16,5,2019,12,3,23,4
1199428315829932037,Twitter for Android,Great tutorial! how to perform human activity recognition using #OpenCV and Deep Learning by @PyImageSearch https://t.co/Nf6f7TQj5V #DeepLearning #DataScience #AI #MachineLearning https://t.co/TuVbTyVIhy,75,29,2019,11,26,20,42
1195779414845542401,Twitter for Android,"Great article! 74 Summaries of Machine Learning and NLP Research #DataScience
#MachineLearning #AI #DeepLearning
#NLP #DataMining 
https://t.co/srMXbUF2PW https://t.co/JPVKMg7wkG",36,28,2019,11,16,19,3
1195773914795954177,Twitter for Android,Very interesting! Meta-Learning Millions of Hyper-parameters using the Implicit Function Theorem https://t.co/UahJnxxruQ @fhuszar #AI #DataMining #DataScience #MachineLearning #optimisation #MachineLearning #FeatureEngineering https://t.co/oy1ukSdr7N,11,6,2019,11,16,18,41
1195700749264728064,Twitter for Android,"Interesting! How Does a Self-Driving Car See? Camera, radar and lidar sensors give autonomous vehicles superhuman vision. #AI #DeepLearning
#MachineVision #Nvidia
https://t.co/HAAIuy1G10 https://t.co/L4oppnBng5",11,8,2019,11,16,13,50
1195656551522062337,Twitter for Android,"Very nice tutorial! A comparison of methods for predicting clothing classes using the Fashion MNIST dataset in RStudio and Python (Part 1)w/ Py code  #DataScience #MachineLearning
#DeepLearning #AI 
https://t.co/3fKWURZk2h https://t.co/2TI9lWbg5Z",62,29,2019,11,16,10,55
1195653520218869760,Twitter for Android,"Not surprising! The computing power needed to train AI is now rising seven times faster than ever before #DeepLearning
#AI #MachineLearning #DataScience #HPC
https://t.co/Cw0z3U0eC7",28,21,2019,11,16,10,43
1195620621297864705,Twitter for Android,"Great tutorial! Detecting Natural Disasters with Keras and Deep Learning - #PyImageSearch (w/ Py code) #DataScience #DeepLearning #MachineLearning #AI #ImageProcessing #MachineVision
https://t.co/yDR4Wbgrnz https://t.co/McdkfxzPvt",9,4,2019,11,16,8,32
1195617558214455296,Twitter for Android,Great article! Deep-UV excitation fluorescence microscopy for detection of lymph node metastasis using deep neural network https://t.co/ShvWCnqeU0 #DataScience #bioinformatics #AI #MachineLearning #DeepLearning https://t.co/YR4tNdGc9O,15,10,2019,11,16,8,20
1195613697269551105,Twitter for Android,"Nice tutorial! Building a Deep Image Search Engine using tf.Keras (w/ Py code) #DeepLearning #DataScience #AI #InformationRetrieval
https://t.co/AD1gw8OSpg https://t.co/SEfDliTuv1",21,6,2019,11,16,8,4
1194698463063281666,Twitter for Android,Great! Introducing the Next Generation On-Device Vision Models: #MobileNetV3 and #MobileNetEdgeTPU #DataScience #AI #DeepLearning #MachineLearning https://t.co/epRQ9dYkll,13,4,2019,11,13,19,28
1193965102850068480,Twitter Web App,"Fully funded PhD studentship! Energy prediction in buildings using Artificial Intelligence (EU/UK students only)  
https://t.co/o5x8ujYzOV
@lborouniversity #AI #DataScience #MachineLearning #DeepLearning #DataMining #BuildingInformationModelling",31,18,2019,11,11,18,53
1192727827780689920,Twitter for Android,"Nice tutorial on Understanding Boxplots (w/ Py code) 
https://t.co/olYwxyJ3Dc #DataScience #datamining #Statistics https://t.co/K70jxDqtLF",39,17,2019,11,8,8,57
1192678208447090688,Twitter for Android,"Great step-by-step tutorial! Traffic Sign Classification with #Keras and Deep Learning (w/ dataset and w/ Py code)!
https://t.co/BR2VW7hziZ #DeepLearning #DataScience #AI #MachineLearning https://t.co/qDZhY5sLzr",16,9,2019,11,8,5,40
1192581709784633346,Twitter for Android,"Nice work! Auptimizer is an optimization tool for Machine Learning (ML) that automates many of the tedious parts of the model building process.  #MachineLearning #DataScience
#AI #datamining https://t.co/SnEQyINYqu https://t.co/cuvoJHSEyT",23,11,2019,11,7,23,16
1192576044676583431,Twitter for Android,"Great tutorial! Essentials of Deep Learning: Getting to know CapsuleNets (w/ Python code) #DataScience #DeepLearning
#MachineLearning 
https://t.co/gp7pZPbRZ8 https://t.co/f50uPhgSkI",19,5,2019,11,7,22,54
1189626023878508544,Twitter for Android,Great article! On black box machine learning models for decision making and interpretable models  https://t.co/ZZHR4rLZdx #DataScience #DeepLearning #AI #MachineLearning #DataMining https://t.co/AYXsxo5EsT,16,6,2019,10,30,19,32
1189421633422987264,Twitter for Android,"Very useful tutorial (w/ Py code)! 3 ways to create a #Keras model with #TensorFlow 2.0 (Sequential, Functional, and Model Subclassing) @PyImageSearch
https://t.co/eBaO4gymOe #DataScience #AI #DeepLearning https://t.co/k6XO3NzgA4",24,3,2019,10,30,5,59
1189418444854308869,Twitter for Android,"Interesting! Voice cloning toolbox  &amp; 5 min tutorial. https://t.co/0u67PCmTx7
This repository is an implementation of Transfer Learning from Speaker Verification to Multispeaker Text-To-Speech Synthesis (SV2TTS) (/w Py code) https://t.co/k87Gu72McL #DeepLearning
#AI #DataScience https://t.co/MJeK1mjpuP",92,37,2019,10,30,5,47
1188350782837538816,Twitter for Android,Nice! The goal of the 2018 DSB was to segment the nucleus of cells in a variety of microscopy images. https://t.co/McGpPy2v3y  w/ dataset link and w/ Py code in #GitHub https://t.co/gz3f3MSpbO #DataScience #MachineLearning #AI #DeepLearning,7,2,2019,10,27,7,4
1188348701435219969,Twitter for Android,Nice article! Military artificial intelligence can be easily and dangerously fooled https://t.co/My0S25BIRZ #DataScience #DeepLearning #AI https://t.co/YN06LzASVy,12,13,2019,10,27,6,56
1188192394040270848,Twitter for Android,"Great post! this post illustrates some of the properties of scale invariant loss functions - and gradient descent trajectories on them - using a 2D toy example. @fhuszar
#DeepLearning
#MachineLearning #AI #DataScience
https://t.co/E7MThIVvAt",19,5,2019,10,26,20,35
1188088821654654976,Twitter for Android,"Top 45 Artificial Intelligence Companies! Great article w/ nice summary of AI developments!  #DataScience #DeepLearning #AI
#MachineLearning #NLP #DataAnalytics 
https://t.co/ALB1qpQUXv https://t.co/5f0lvTxnTa",17,9,2019,10,26,13,43
1187450533826707457,Twitter for Android,"Great guides to computer vision! With installation instructions, step by step tutorials, examples (w/ Py code) @PyImageSearch https://t.co/rtkYp9EWHR #DeepLearning #MachineLearning #ComputerVisio https://t.co/FDf2SNvCM2",29,12,2019,10,24,19,27
1187448369834287104,Twitter for Android,"@PyImageSearch Adrian, thanks for creating such useful material.",1,0,2019,10,24,19,18
1187434814993063936,Twitter for Android,"Very useful! Keras vs. tf.keras: What’s the difference in #TensorFlow 2.0? (W/ Py code)
https://t.co/ZEv2ugbN6v #DeepLearning #DataScience #AI #MachineLearning",51,23,2019,10,24,18,24
1185486650756993024,Twitter for Android,"Nice work! Billion-scale semi-supervised learning for state-of-the-art image and video classification #DeepLearning #AI #DataScience #MachineLearning
https://t.co/CPgBjeUdIT https://t.co/x6EhmKK8Du",39,25,2019,10,19,9,23
1184554239399477259,Twitter for Android,"Really useful! Information Gain and Mutual Information for Machine Learning (w/ Py code) #DataScience #DataMining 
https://t.co/8WwA6QTK7J https://t.co/RGa91c9etc",12,4,2019,10,16,19,38
1184552375358500864,Twitter for Android,"Nice overview! Object Detection with Deep Learning: The Definitive Guide #DeepLearning #DataScience #AI
https://t.co/8H6zyukOhH https://t.co/bYVYxPErko",20,7,2019,10,16,19,31
1184551027003002882,Twitter for Android,Nice tutorial! Essentials of Deep Learning: Getting to know #CapsuleNets (w/ Python codes) @AnalyticsVidhya #DataScience #DeepLearning #AI #MachineLearning https://t.co/gp7pZPbRZ8 https://t.co/6cAfJVB69I,31,14,2019,10,16,19,25
1183146579299131392,Twitter for Android,"Great! Automate Hyperparameter Tuning for your models w/  Hyperopt, a Python library for serial and parallel optimization... (tutorial w/ Py code) #DataScience
#datamining #AI #MachineLearning https://t.co/kePBUUCeBV https://t.co/t82BmLubHz",30,5,2019,10,12,22,25
1183092917096931329,Twitter for Android,Interesting application of #AI!  AI &amp; #architecture: An Experimental Perspective (Automatically Generating Floorplan designs) #DataScience #AI #MachineLearning #DeepLearnin https://t.co/e1NT5UN2nW https://t.co/V7Wyp9Kipm,15,8,2019,10,12,18,51
1183081975470592002,Twitter for Android,"Useful! #TensorFlow 2.0 + #Keras Tutorial Overview for Deep Learning Researchers (w/ Py code in Colab) #DataScience
#MachineLearning #AI #DeepLearning #colab https://t.co/aR5qiBiKHq https://t.co/uxV6DvXuFO",48,20,2019,10,12,18,8
1182771309643743234,Twitter for Android,"Training #Yolo for Object Detection in #PyTorch with Your Custom Dataset — The Simple Way #DeepLearning #DataScience #AI #MachineLearning #machineVision
https://t.co/KKgbX2HcyA https://t.co/n3hovC8N9r",29,10,2019,10,11,21,33
1181794479134695424,Twitter for Android,"Although Rectified Adam is not better than Adam, I really like the experiments in this article, the code and methodology can be used to compare other optimisers. The article is also using three CNNs and four benchmark datasets.",6,1,2019,10,9,4,52
1181673773411524608,Twitter for Android,Really useful tutorial and experiments! Is Rectified Adam actually *better* than Adam? (w/ Py code) #DataScience #MachineLearning #AI #DeepLearning https://t.co/1ylUUJMN15 https://t.co/BIWvmXM2iB,73,30,2019,10,8,20,52
1181670216079724544,Twitter for Android,How to Implement #Bayesian #Optimization from Scratch in Python (w/ Py code) https://t.co/1QuBHSMLvl #DataScience #MachineLearning #AI #stats https://t.co/2cA0mxDHuV,36,13,2019,10,8,20,38
1181618197180665856,Twitter for Android,"@tarlanm7 @lbororesearch @lborouniversity @LboroCDS Hi Tarlan, Full time only and the student will need to be based in the lab full time.",0,0,2019,10,8,17,11
1181617708875599873,Twitter for Android,"Nice tutorial! How to Build a Spam Classifier using Keras in Python (w/ Py code) #DataScience #MachineLearning #AI #DeepLearning 
https://t.co/XIRgNrDlu9 https://t.co/n4OimiFiYF",30,14,2019,10,8,17,9
1181604560915308550,Twitter for Android,Open to international candidates too. https://t.co/S5BtHaoKvv,11,2,2019,10,8,16,17
1181593112713584642,Twitter for Android,@asad_softeng @lbororesearch @lborouniversity @LboroCDS Yes they can and very welcome to do so.,0,0,2019,10,8,15,32
1181482145497407488,Twitter for Android,Fully funded PhD Studentship: Deep Learning for Detecting and Analysing Defects on Surfaces #DeepLearning #DataScience #AI #MachineLearning @lbororesearch @lborouniversity @LboroCDS https://t.co/rkZ4n5ludT,25,11,2019,10,8,8,11
1181318770620583943,Twitter for Android,Nice #kaggle competition! Data Science Nigeria Staff Promotion Algorithm - Predicting staff that are likely to be promoted based on defined personal and performance parameters #DataScience #MachineLearning #AI  https://t.co/3TH09AwUsH,4,3,2019,10,7,21,21
1181317093788135424,Twitter for Android,"Interesting article! When and How Should AIs Explain Their Decisions
https://t.co/K4jrh2n68s #DataScience #MachineLearning #AI #DeepLearning https://t.co/hehscg00P5",10,11,2019,10,7,21,15
1180847006882893825,Twitter for Android,"Computer Vision News - free monthly magazine #AI #DataScientist #DataScience #MachineLearning #DeepLearning
https://t.co/Hoid3lEAyr https://t.co/YHl6SBy4Vf",34,13,2019,10,6,14,7
1180743045865725952,Twitter for Android,"Interesting read! Wrestling over secret AI algorithms
https://t.co/NQV0fUyR4W #DataScience #MachineLearning #AI #DeepLearning #DataMining https://t.co/s704XylpHy",7,4,2019,10,6,7,14
1180739834958241793,Twitter for Android,"Feature selection using Wrapper methods in Python (w/ Py code) #DataScience
#MachineLearning #DataMining https://t.co/z9KjQp2qtz https://t.co/4aCY8I8oq9",33,9,2019,10,6,7,1
1180734333457444865,Twitter for Android,"Useful! How to find Feature importances for BlackBox Models? Permutation Importance as a feature selection method #DataScience #DataMining 
https://t.co/oHpdgDBNUE https://t.co/4tApxylLiM",60,21,2019,10,6,6,39
1179452852407808005,Twitter for Android,PhD Studentship: Deep Learning for Detecting and Analysing Defects on Surfaces #DeepLearning #DataScience #AI w/ me @lborouniversity  https://t.co/rkZ4n5ludT,20,8,2019,10,2,17,47
1179058101728624641,Twitter for Android,"Great! making sense of mobile location data in the context of landmarks — buildings, roads, etc (w/ Py code) #DataScience #SmartCity #DataMining #datavisualization
https://t.co/9icoIw6oh5 https://t.co/Xd5EJtxYnP",8,3,2019,10,1,15,38
1177997021669666817,Twitter for Android,Thanks! The ArtificialIntelligence Power 100. Well done to all! #AI  https://t.co/07Gu8za7Uy,18,5,2019,9,28,17,22
1176810515273846784,Twitter for Android,"Useful! Keras: Starting, stopping, and resuming training (w/ Py code) #DeepLearning #DataScience #MachineLearning #AI
https://t.co/jYR86n0uYo https://t.co/xIYybLLLTW",31,16,2019,9,25,10,47
1176240516175945728,Twitter for Android,"Nice tutorial! Mask R-CNN for Self Driving Cars. A complete guide for solving instance segmentation problems (w/ Py code) #DeepLearning
#AI #DataScience #MachineLearning https://t.co/2sh3f41KWK https://t.co/z4AQOG5AOU",35,21,2019,9,23,21,2
1176237329905852424,Twitter for Android,"Great tutorial! Writing your first Generative Adversarial Network (GAN) with #Keras (w/ Py code) #DeepLearning #DataScience
#AI #MachineLearning  https://t.co/ZSFWWkTB1Q https://t.co/rnM3wG81V0",33,18,2019,9,23,20,50
1175336904419622912,Twitter for Android,"Great tutorial! Build a Handwritten Text Recognition System using TensorFlow (w/ Py code) 
https://t.co/qfzAq2zdhj
With extra tutorial.
https://t.co/6tk8KqBKD3  #DataScience #DeepLearning #AI
#MachineLearning #NLP https://t.co/7U1be8l3t0",37,16,2019,9,21,9,12
1175333742988136449,Twitter for Android,"Nice overview! An Updated Text Analytics Primer: Key Factors in a Text Analytics Strategy #NLP #datamining #DataScience
https://t.co/f7FUdFNuK2 https://t.co/dsXt3A5qx4",14,2,2019,9,21,8,59
1175331200233345025,Twitter for Android,Great tutorial! Compare documents similarity using Python | NLP (w/ Py code) #NLP #DataScience #datamining https://t.co/rY5KiCgazE https://t.co/rwazkCGI3W,74,23,2019,9,21,8,49
1175329625498705920,Twitter for Android,Nice read!Object Detection Challenges and Solutions #DeepLearning #MachineLearning #AI  https://t.co/2QT8f5HsIM,30,14,2019,9,21,8,43
1173856160488857600,Twitter for Android,"Great! This Github repository contains the trained model and dataset used for Unsupervised Adversarial Training (UAT) (w/ Py code)
#DataScience
#DeepLearning #AI #MachineLearning #DeepMind
https://t.co/Q2Rhs3aDxr https://t.co/rtS7qRRKwZ",34,17,2019,9,17,7,8
1171444796231041025,Twitter for Android,Useful! Multiprocessing with #OpenCV and Python (w/ Py code) #DataScience #BigData #AI #MachineLearning  https://t.co/5L2CuJ7aPa https://t.co/kyenMgTVLK,24,9,2019,9,10,15,26
