787741838568464384,2016-10-16 19:47:44,ckmeans w/ code! “Using clustering to create a new D3.js color scale” @dschnr https://t.co/Yb1BS8G2N3 #DataScience https://t.co/zmT84plBfJ,3
759748671160225793,2016-07-31 13:52:53,Principal Component Analysis Cluster Plots with Plotly https://t.co/12fF8Sk12c via @rbloggers #DataScience #FeatureExtraction #Statistics,3
732440847363379200,2016-05-17 05:21:20,"Interesting! Music Genres Re-Sorted into 3 Clusters Linked to Personality #datascience #socialmedia #DataMining https://t.co/LzZ0nmqTCr",3
694155791356542978,2016-02-01 13:50:12,SPARK an open-source cluster computing framework for data analytics @IBMAnalytics  https://t.co/qPaxxnAoWw
687226002238484481,2016-01-13 10:53:41,"Useful article on how to choose number of clusters using unsupervised #machinelearning #datascience #datamining https://t.co/O1hV0gAfv2",3
1012787311191429120,2018-06-29 19:58:06,"Great read! Using Topological Data Analysis to Understand the Behavior of Convolutional Neural Networks https://t.co/mmqs8AJwzW #DataScience #DeepLearning #machinelearning https://t.co/DdBOV0c9rX",4
986145615095705600,2018-04-17 07:33:30,"Great! Tutorial on how to train a Convolutional Neural Network using Keras and deep learning to recognize and classify images (w/ Py code) #DataScience #MachineLearning #AI #DeepLearning https://t.co/mJIkZ86O51 https://t.co/nXHeovhHi1",4
975339280779415553,2018-03-18 11:53:00,Great! A Beginner's Guide to Understanding Convolutional Neural Networks (Part 2 w/ papers!) https://t.co/47EuG5tGi0 via @DZone #DataScience #DeepLearning #MachineLearning #AI https://t.co/AbKr7x2rdi,4
974540742751264768,2018-03-16 06:59:53,Fundamentals of Deep Learning – Starting with Artificial Neural Network https://t.co/bamVWf9Lcc #DataScience #MachineLearning #DeepLearning https://t.co/1LNzAt643O,4
972888177097822208,2018-03-11 17:33:11,"Nice!  Capsule Neural Networks Are Here to Finally Recognize Spatial Relationships. Part 1: CNNs and their problems. #DataScience #MachineLearning #DeepLearning https://t.co/qIUNLe1K4f https://t.co/ywObS2BXl5",4
972730138214445058,2018-03-11 07:05:12,Step by step guide to implement a simple neural network using TensorFlow (w/ Py Code) https://t.co/3PxG5ywdoA #DataScience #DeepLearning #MachineLearning https://t.co/G314VU2IQl,4
939059512396468224,2017-12-08 09:10:09,Introduction To Neural Networks Part 2 - A Worked Example https://t.co/3KzJjWenim #DataScience #MachineLearning #DeepLearning #NeuralNetworks,4
937759020206653441,2017-12-04 19:02:27,"Here is the Py code! Neural Network Dynamics for Model-Based Deep Reinforcement Learning with Model-Free Fine-Tuning https://t.co/17HAu8JRnN #DataScience #DeepLearning #AI https://t.co/BpPAZeryFh",4
937758115138887683,2017-12-04 18:58:52,Interesting! Model-based Reinforcement Learning with Neural Network Dynamics (w/ Py code) https://t.co/oko4bV36R3 #DataScience #DeepLearning #MachineLearning #AI https://t.co/aFfxyS0ree,4
934179541811191808,2017-11-24 21:58:53,Useful! Neural network architectures #DataScience #DeepLearning #MachineLearning #AI  https://t.co/ELUXgAdwcq https://t.coL0f4G70ZOc,4
928454967593177088,2017-11-09 02:51:28,Great read! Feature Visualization: How neural networks build up their understanding of images https://t.co/4o3PToryVr #DataScience #computationalIntelligence #optimisation #NeuralNetwork https://t.co/Yn4Vs78eON,4
914729218633797633,2017-10-02 05:50:15,Visualizing Layer Representations in Neural Networks (w/ examples &amp; Py code) https://t.co/pVbAiar6Mt #DataScience #datamining #DeepLearning https://t.co/kphoOrkeTa,4
906424607057616896,2017-09-09 07:50:41,Engineering Uncertainty Estimation in Neural Networks for Time Series Prediction https://t.co/7vqOcGdBGC @UberEng #DataScience #DeepLearning https://t.co/2WvcU2yjFZ,4
894242485727264768,2017-08-06 17:03:17,"Great! Vectorflow - a lightweight neural network library for sparse data
https://t.co/iEoQ9FwPrF #DataScience #DeepLearning #MachineLearning",4
889574670831419397,2017-07-24 19:55:03,Nice tutorial on training a recurrent neural network on language modeling https://t.co/1ARgQvRAmM #DeepLearning #DataScience  #TensorFlow https://t.co/6ohxVT0bOv,4
887074216574676993,2017-07-17 22:19:08,"Great! A MATLAB implementation of the TensorFlow Neural Network Playground, https://t.co/wHExUGlKKO  #DataScience #DeepLearning #TensorFlow https://t.co/4VxsmPDbRA",4
881633806473736192,2017-07-02 22:00:54,Understanding Recurrent Neural Networks for Time-Series Data https://t.co/lVmEt4rI8l #DataScience #NeuralNetworks #timeseries https://t.co/2gSsGoIeLx,4
751077432246034432,2016-07-07 15:36:28,Google’s DeepMind AI to use 1 million NHS eye scans to spot diseases earlier https://t.co/k4nHngerd6 #AI #healthcare,5
735241620308791296,2016-05-24 22:50:37,Mike Lynch: Google DeepMind's NHS partnership could have been done 'more carefully' https://t.co/tfuTvTJJR8  @BIUK_Tech #healthcare #bigdata,5
733045783856058368,2016-05-18 21:25:08,"NHS will continue trialling Google's kidney monitoring app despite regulators moving in https://t.co/59ySh5lXPl #medicaldevice #healthcare",5
731375357400653824,2016-05-14 06:47:28,Google’s NHS deal does not have regulatory approval https://t.co/PCMbZrqJec #ai #machinelearning #nhs #privacy #bigdata,5
729412517169123328,2016-05-08 20:47:50,Revealed: Google AI has access to huge haul of NHS patient data https://t.co/uAHqHo4jP9 #ai #machinelearning #bigdata #healthcare,5
630131766205005824,2015-08-08 21:41:35,Cancer-detecting dogs approved for NHS trial http://t.co/NkDz6LD1FE,5
727583975380783106,2016-05-03 19:41:52,Interesting! Google given access to UK NHS patient records for research https://t.co/ZnW3G74Uq6 #healthcare #predictivemodelling,5
730426713230938112,2016-05-11 15:57:53,Patients at one of the UK's biggest children's hospitals are about to be comforted by AI https://t.co/AIL454OO3X @BIUK_Tech #ai #healthcare,5
727555649849163776,2016-05-03 17:49:18,The hospital of the future /via @globeandmail https://t.co/CUQcMBgGkr #healthcare #IoT #DataAnalytics #BigData #smarthospitals,6
711065540601757696,2016-03-19 05:43:30,Big Data Analytics Show More Sepsis Deaths in Large Hospitals: https://t.co/B4nWNcIwpm #bigdata #healthcareanalytics #dataanalytics,6
1026093982273732608,2018-08-05 13:14:03,"Great tutorial! Comprehensive Hands on Guide to Twitter Sentiment Analysis with dataset and code (w/ Py code)",6
791055599245074432,2016-10-25 23:15:26,@MathProgramming I really enjoy reading the articles on your twitter page! Fantastic!,7
765206878817255424,2016-08-15 15:21:51,AI is coming on fast: Here are the 10 people the AI elite follow on Twitter https://t.co/4LPLsqh0oZ #DataScience #AI #BigData,7
745288335086747648,2016-06-21 16:12:40,"Neural network trained on Twitter and Instagram data to ""understand"" emojis https://t.co/2HjAfQAqA2 #BigData #DataScience #machinelearning",7
744053853448966144,2016-06-18 06:27:17,To the followers which I can't follow back. I will do it as soon as Twitter lets me follow more people  #Twitter https://t.co/TaABCrwzKk,7
727742425050009600,2016-05-04 06:11:29,Analysis of Twitter Influencers in the field of Data Science &amp; Big Data by @swainjo https://t.co/rlpdbBYbmM #bigdata #DataAnalytics #dataviz,7
719765407461150720,2016-04-12 05:53:40,"Spread a twitter message to millions with twitter api, R and sentiment analysis @DaveSchools_ https://t.co/TV3i46cTbV #datascience #R",7
719763074086019073,2016-04-12 05:44:24,Great article “An analysis of Twitter Influencers in the field of Data Science &amp; Big Data” by @swainjo https://t.co/HlIucynTkG #datascience,7
704819386453004288,2016-03-02 00:03:31,"My month on Twitter: 530 New Followers, 68 Mentions, 144K Mention Reach. How's your audience growing? via https://t.co/Y0jy19HRWr",7
703000456080048129,2016-02-25 23:35:44,"My week on Twitter: 72 New Followers, 8 Mentions, 2.84K Mention Reach. How's your audience growing? via https://t.co/Y0jy19HRWr",7
676830805298184192,2015-12-15 18:26:53,Great advice for using twitter to enhance #researchimpact  https://t.co/ujJvM5tTOR,7
621757782782570496,2015-07-16 19:06:21,"Twitter Launches New Artificial Intelligence Group, Cortex http://t.co/fZXoLGatcb via @DATAVERSITY",7
